Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger,Extra Section: Do you have Angra?,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you save for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?"
21/12/2018 15:57:16,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minamoto no Raikō,,,,,1,No,Prefer not to say,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:57:24,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]","Arjuna, Artoria Pendragon [Archer]","Scathach, Brynhildr","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae",Jack the Ripper,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],Yes,Between 12 and 15 months,29,No,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:58:09,F2P,Artoria Pendragon,Gilgamesh,,,"Zhuge Liang [El-Melloi II], Merlin",Jack the Ripper,"Sakata Kintoki, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:58:32,F2P,Altera,,Tamamo no Mae [Lancer],,,Shuten Douji,,,,Yes,More than 15 months,4,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:58:58,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,Brynhildr,,"Tamamo-no-mae, Xuanzang, Merlin",Jack the Ripper,Cu Chulainn [Alter],,,Yes,Between 12 and 15 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:10,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,"Arjuna, Artoria Pendragon [Archer]",Scathach,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Merlin",,"Vlad III, Florence Nightingale",,"Jeanne D'arc [Alter], Edmond Dantes",Yes,More than 15 months,15,Yes,Other,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:13,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Arjuna,"Scathach, Artoria Pendragon [Lancer], Enkidu","Queen Medb, Ozymandias","Tamamo-no-mae, Xuanzang, Merlin",Shuten Douji,"Vlad III, Cu Chulainn [Alter]",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",No,Between 6 and 12 months,25,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:26,Paid Gacha Only,,,,,,,,,,,,,,,,,,,,Merlin,,,Amakusa Shirou,,Yes,Between 3 and 6 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:36,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scathach,Ozymandias,"Zhuge Liang [El-Melloi II], Merlin",,,,Jeanne D'arc [Alter],No,Between 6 and 12 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:46,Paid Gacha Only,,,,,,,,,,,,,,,,Altera,"Orion, Artoria Pendragon [Archer]",Tamamo no Mae [Lancer],Quetzalcoatl,Zhuge Liang [El-Melloi II],MHX,,Jeanne D'arc,,No,Between 12 and 15 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:48,F2P,Artoria Pendragon,,"Karna, Tamamo no Mae [Lancer], Enkidu",,"Tamamo-no-mae, Leonardo Da Vinci, Merlin",,"Vlad III, Minamoto no Raikō",,Jeanne D'arc [Alter],No,Between 6 and 12 months,10,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:51,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Gilgamesh,Scathach,,"Tamamo-no-mae, Merlin",,"Florence Nightingale, Minamoto no Raikō",Amakusa Shirou,Jeanne D'arc [Alter],No,Between 6 and 12 months,9,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:58,Paid Gacha Only,,,,,,,,,,,,,,,,Okita Souji,"Arjuna, Artoria Pendragon [Archer]",,,"Leonardo Da Vinci, Merlin",Cleopatra,"Cu Chulainn [Alter], Florence Nightingale",Jeanne D'arc,Edmond Dantes,No,More than 15 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 15:59:59,F2P,"Artoria Pendragon, Nero Claudius [Bride]",Ishtar,,,Zhuge Liang [El-Melloi II],Shuten Douji,,,,Yes,Between 3 and 6 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:00:12,F2P,,,,,Merlin,Jack the Ripper,,,Jeanne D'arc [Alter],No,Between 6 and 12 months,3,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:00:20,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okita Souji,Orion,"Scathach, Enkidu",,,,Vlad III,,,No,Between 12 and 15 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:00:34,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Nero Claudius [Bride], Ryougi Shiki","Gilgamesh, Orion, Arjuna, Artoria Pendragon [Archer]","Scathach, Karna, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Queen Medb, Iskandar, Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Shuten Douji, Cleopatra","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",Yes,More than 15 months,90,Yes,Male,,,,,,More than 70,No
21/12/2018 16:00:47,F2P,"Okita Souji, Ryougi Shiki",Ishtar,Scathach,,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern",Cleopatra,Vlad III,,,Yes,More than 15 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:01:31,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Ryougi Shiki","Orion, Arjuna, Ishtar","Scathach, Karna, Artoria Pendragon [Lancer], Enkidu","Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin","Jack the Ripper, Shuten Douji, Cleopatra","Cu Chulainn [Alter], Florence Nightingale","Jeanne D'arc, Amakusa Shirou",Jeanne D'arc [Alter],No,Between 6 and 12 months,43,Yes,Male,,,Between 41 and 70,,,,No
21/12/2018 16:01:32,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mordred,Ishtar,,Francis Drake,Tamamo-no-mae,,Cu Chulainn [Alter],,,No,Between 12 and 15 months,6,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:01:37,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Gilgamesh, Artoria Pendragon [Archer], Ishtar",Scathach,Francis Drake,"Zhuge Liang [El-Melloi II], Xuanzang",Cleopatra,Minamoto no Raikō,,,Yes,More than 15 months,13,Yes,Prefer not to say,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:01:44,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Mordred, Nero Claudius [Bride]","Gilgamesh, Arjuna, Artoria Pendragon [Archer], Ishtar","Karna, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci, Merlin","MHX, Shuten Douji",Florence Nightingale,,Jeanne D'arc [Alter],No,Between 6 and 12 months,31,Yes,Male,,,,,,,No
21/12/2018 16:02:27,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Okita Souji","Orion, Artoria Pendragon [Archer]",Tamamo no Mae [Lancer],Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,,Jeanne D'arc,,Yes,More than 15 months,12,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:02:34,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Nero Claudius [Bride]","Gilgamesh, Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Cleopatra","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou","Jeanne D'arc [Alter], Edmond Dantes",No,Between 12 and 15 months,50,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:02:40,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji","Gilgamesh, Nikola Tesla, Arjuna","Scathach, Karna, Brynhildr","Francis Drake, Queen Medb, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Merlin","Jack the Ripper, MHX, Cleopatra",Sakata Kintoki,,,No,More than 15 months,25,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:03:23,"101USD and onwards, but less than 301 Monthly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Nero Claudius [Bride], Ryougi Shiki",Gilgamesh,,"Francis Drake, Quetzalcoatl",Tamamo-no-mae,,Vlad III,Amakusa Shirou,,No,Between 6 and 12 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:03:26,301USD and onwards but less than 501 Montlhy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera",Arjuna,,Quetzalcoatl,Tamamo-no-mae,Jack the Ripper,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,,Yes,Between 6 and 12 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:03:41,F2P,,,,Queen Medb,Illyasviel von Einzbern,,,,,No,Between 3 and 6 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:03:47,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Nero Claudius [Bride]",Gilgamesh,Artoria Pendragon [Lancer],Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Jack the Ripper,Florence Nightingale,Jeanne D'arc,Edmond Dantes,No,More than 15 months,16,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:03:54,F2P,Mordred,,,,"Zhuge Liang [El-Melloi II], Leonardo Da Vinci",,,Amakusa Shirou,,Yes,Between 6 and 12 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:03:57,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",,"Scathach, Tamamo no Mae [Lancer]","Queen Medb, Iskandar","Tamamo-no-mae, Xuanzang, Merlin","MHX, Shuten Douji",Sakata Kintoki,Amakusa Shirou,Jeanne D'arc [Alter],No,More than 15 months,16,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:04:04,F2P,,Arjuna,,,,,,,,No,Between 3 and 6 months,1,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:04:10,F2P,Okita Souji,,"Scathach, Karna",Ozymandias,Merlin,Jack the Ripper,"Vlad III, Florence Nightingale",,,No,More than 15 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:04:15,F2P,,"Gilgamesh, Orion, Nikola Tesla",,,,"Jack the Ripper, Cleopatra","Vlad III, Florence Nightingale",,,No,More than 15 months,7,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:04:43,F2P,"Altera, Mordred",Gilgamesh,"Karna, Tamamo no Mae [Lancer]","Queen Medb, Ozymandias",,,,,,No,Between 6 and 12 months,8,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:04:51,F2P,,,,,,,,,Jeanne D'arc [Alter],No,Between 6 and 12 months,2,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:05:12,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji, Mordred, Nero Claudius [Bride], Ryougi Shiki","Gilgamesh, Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer], Ishtar","Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer], Enkidu","Francis Drake, Queen Medb, Iskandar, Ozymandias, Quetzalcoatl","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Leonardo Da Vinci, Illyasviel von Einzbern, Merlin","Jack the Ripper, MHX, Shuten Douji, Cleopatra","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,59,No,Male,,,,,,Between 41 and 70,No
21/12/2018 16:05:38,F2P,,Artoria Pendragon [Archer],,,,,,,Jeanne D'arc [Alter],Yes,Between 6 and 12 months,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:05:48,F2P,"Artoria Pendragon, Mordred, Ryougi Shiki",Artoria Pendragon [Archer],Tamamo no Mae [Lancer],Francis Drake,,Shuten Douji,,Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,9,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:06:12,F2P,Nero Claudius [Bride],Orion,Artoria Pendragon [Lancer],"Iskandar, Ozymandias",Zhuge Liang [El-Melloi II],Jack the Ripper,,,,Yes,Between 12 and 15 months,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:06:23,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]",,Enkidu,,Zhuge Liang [El-Melloi II],,"Vlad III, Florence Nightingale",Jeanne D'arc,"Jeanne D'arc [Alter], Edmond Dantes",No,Between 12 and 15 months,11,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:06:42,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Nero Claudius [Bride]","Gilgamesh, Orion, Arjuna","Scathach, Karna, Tamamo no Mae [Lancer]","Francis Drake, Iskandar",Merlin,Jack the Ripper,"Vlad III, Cu Chulainn [Alter], Florence Nightingale",Jeanne D'arc,,Yes,Between 12 and 15 months,20,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:06:55,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Gilgamesh,Scathach,Ozymandias,"Xuanzang, Merlin",MHX,"Vlad III, Florence Nightingale",,,Yes,More than 15 months,10,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:07:46,501 USD and onwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Xuanzang, Merlin",,Florence Nightingale,,,Yes,More than 15 months,30,Yes,Male,,,,Between 21 and 40,,,"Yes, I rerolled"
21/12/2018 16:08:07,F2P,,,,Quetzalcoatl,Merlin,,,,,No,Between 6 and 12 months,1,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:08:12,F2P,,Ishtar,Enkidu,,,,,,,No,Between 1 and 3 months,3,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:08:15,F2P,Altera,Gilgamesh,Karna,"Queen Medb, Iskandar","Xuanzang, Illyasviel von Einzbern","Jack the Ripper, Shuten Douji","Florence Nightingale, Minamoto no Raikō",,Jeanne D'arc [Alter],No,Between 12 and 15 months,13,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:08:38,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon,Artoria Pendragon [Archer],Tamamo no Mae [Lancer],"Francis Drake, Queen Medb, Ozymandias","Illyasviel von Einzbern, Merlin",MHX,Florence Nightingale,Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,13,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:08:38,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Okita Souji",Artoria Pendragon [Archer],Scathach,Francis Drake,"Zhuge Liang [El-Melloi II], Leonardo Da Vinci",,Vlad III,Jeanne D'arc,,Yes,More than 15 months,9,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:08:43,F2P,Okita Souji,,Scathach,Francis Drake,,Shuten Douji,,,,,Between 12 and 15 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:08:58,More than 1USD but less than 101 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Illyasviel von Einzbern, Merlin",,,Jeanne D'arc,,No,Between 3 and 6 months,6,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:09:02,Paid Gacha Only,,,,,,,,,,,,,,,,"Altera, Mordred, Nero Claudius [Bride]",,,"Francis Drake, Iskandar, Quetzalcoatl",Zhuge Liang [El-Melloi II],Jack the Ripper,Minamoto no Raikō,Jeanne D'arc,,No,More than 15 months,15,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:09:10,F2P,Artoria Pendragon,Artoria Pendragon [Archer],"Karna, Artoria Pendragon [Lancer], Enkidu",Iskandar,"Zhuge Liang [El-Melloi II], Merlin",MHX,,,Jeanne D'arc [Alter],No,Between 12 and 15 months,10,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:09:16,F2P,Artoria Pendragon,"Gilgamesh, Orion, Artoria Pendragon [Archer], Ishtar","Karna, Tamamo no Mae [Lancer]","Francis Drake, Ozymandias","Zhuge Liang [El-Melloi II], Xuanzang, Illyasviel von Einzbern",MHX,"Vlad III, Florence Nightingale",Jeanne D'arc,Jeanne D'arc [Alter],Yes,More than 15 months,20,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/12/2018 16:09:17,F2P,Artoria Pendragon,,,Francis Drake,"Zhuge Liang [El-Melloi II], Illyasviel von Einzbern",MHX,,,Jeanne D'arc [Alter],Yes,More than 15 months,7,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
