Marca temporal,How much money have you used in-game?,SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","And as final question, did you rerolled when you started playing?",SSR Sabers,SSR Archer,SSR Lancer,SSR Rider,SSR Caster,SSR Assassin,SSR Berserker,SSR Ruler,SSR Avenger or Angra,Extra Section: Summer SRs,How long have you been playing FGO NA?,"How many SSR do you have in total, including NPs? (for example NP2 ssr count as 2) ","With respect to the past question, are you or did you saved for a banner/servant, not wasting SQ?","Only if you do want to answer, are you female or male?","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>500USD & <1000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>1001USD & <2000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>2001USD & <3000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>3001USD & <4000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>4001USD & <5000USD]","Only if you want to answer, how many have you put into the game, and how many SSR do you have approx? [>5000USD]","And as final question, did you rerolled when you started playing?",,,"4,957016435"
7/08/2018 18:24:32,Paid Gacha Only,,,,,,,,,,,,,,,,Okita Souji,"Orion, Artoria Pendragon [Archer]",Scathach,Iskandar,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",,Cu Chulainn [Alter],Jeanne D'arc,Jeanne D'arc [Alter],"Mordred [Rider], Marie [Caster]",More than 1 year,13,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:24:33,F2P,,,,,,,,,,"Mordred [Rider], Martha [Ruler]",Less than 1 month,0,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:24:33,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred, Nero Claudius [Bride]",,Artoria Pendragon [Lancer],Francis Drake,Tamamo-no-mae,MHX,Cu Chulainn [Alter],Jeanne D'arc,Jeanne D'arc [Alter],,More than 1 year,12,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:25:34,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,"Orion, Nikola Tesla","Scathach, Karna, Tamamo no Mae [Lancer]",,Tamamo-no-mae,,Vlad III,Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Marie [Caster], Shishou NP5 [Assassin] aka event done",More than 1 year,17,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:26:11,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji",,Tamamo no Mae [Lancer],Queen Medb,Xuanzang,,Cu Chulainn [Alter],,Jeanne D'arc [Alter],"Kiyohime [Lancer], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:26:25,F2P,Artoria Pendragon,,Tamamo no Mae [Lancer],,Zhuge Liang [El-Melloi II],,,,,"Mordred [Rider], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",More than 1 year,3,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:26:26,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Okita Souji, Nero Claudius [Bride]","Orion, Artoria Pendragon [Archer]","Scathach, Brynhildr",Francis Drake,"Tamamo-no-mae, Leonardo Da Vinci",Shuten Douji,Vlad III,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:26:27,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Okita Souji, Mordred, Ryougi Shiki",,Scathach,Ozymandias,"Zhuge Liang [El-Melloi II], Tamamo-no-mae","Jack the Ripper, MHX",Vlad III,,Extra Option: Angra Mainyu,"Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,12,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:27:26,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",Artoria Pendragon [Archer],"Scathach, Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",Iskandar,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",MHX,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Anne/Mary [Archer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,20,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:27:48,Paid Gacha Only,,,,,,,,,,,,,,,,,,Artoria Pendragon [Lancer],,Zhuge Liang [El-Melloi II],,Sakata Kintoki,Jeanne D'arc,Extra Option: Angra Mainyu,"Anne/Mary [Archer], Martha [Ruler]",More than 1 year,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:28:21,F2P,,Orion,Artoria Pendragon [Lancer],,Xuanzang,,Minamoto no Raikō,,,"Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",Between 1 and 3 months,4,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:28:33,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Orion,"Brynhildr, Tamamo no Mae [Lancer]",,Tamamo-no-mae,Jack the Ripper,,Jeanne D'arc,,,Between 6 and 12 months,6,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:28:40,F2P,,Arjuna,Tamamo no Mae [Lancer],,,,,,,Shishou NP5 [Assassin] aka event done,Between 3 and 6 months,2,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:28:46,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Nero Claudius [Bride]",,Scathach,Queen Medb,,Jack the Ripper,"Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:29:52,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Nero Claudius [Bride], Ryougi Shiki","Orion, Nikola Tesla, Arjuna, Artoria Pendragon [Archer]","Scathach, Karna, Tamamo no Mae [Lancer]","Francis Drake, Queen Medb, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang, Leonardo Da Vinci","Jack the Ripper, Shuten Douji","Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō","Jeanne D'arc, Amakusa Shirou",Edmond Dantes,"Kiyohime [Lancer], Mordred [Rider], Anne/Mary [Archer], Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,45,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:30:10,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,,Tamamo no Mae [Lancer],,Xuanzang,"Jack the Ripper, MHX",,,Jeanne D'arc [Alter],,More than 1 year,14,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:30:13,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Ryougi Shiki",,"Scathach, Artoria Pendragon [Lancer]",Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang","Jack the Ripper, Shuten Douji","Sakata Kintoki, Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Anne/Mary [Archer], Martha [Ruler]",More than 1 year,66,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:30:33,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred, Ryougi Shiki","Orion, Nikola Tesla, Artoria Pendragon [Archer]","Scathach, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae, Xuanzang",Shuten Douji,"Vlad III, Cu Chulainn [Alter], Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Mordred [Rider], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",More than 1 year,24,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:31:03,F2P,Ryougi Shiki,Artoria Pendragon [Archer],Brynhildr,,,"Jack the Ripper, MHX",Minamoto no Raikō,,Jeanne D'arc [Alter],"Kiyohime [Lancer], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:31:16,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,"Gilgamesh, Orion",Scathach,"Francis Drake, Queen Medb","Zhuge Liang [El-Melloi II], Xuanzang",Jack the Ripper,,Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Shishou NP5 [Assassin] aka event done",More than 1 year,14,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:31:28,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artoria Pendragon [Archer],"Scathach, Tamamo no Mae [Lancer]",,,,"Florence Nightingale, Minamoto no Raikō",Jeanne D'arc,Jeanne D'arc [Alter],"Kiyohime [Lancer], Mordred [Rider], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,7,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:31:32,Paid Gacha Only,,,,,,,,,,,,,,,,,,,Francis Drake,,,Cu Chulainn [Alter],Jeanne D'arc,,Marie [Caster],Between 6 and 12 months,3,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:31:34,F2P,,Nikola Tesla,Scathach,,Zhuge Liang [El-Melloi II],Jack the Ripper,Vlad III,,Extra Option: Angra Mainyu,,Between 6 and 12 months,4,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:31:34,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji",,,,"Zhuge Liang [El-Melloi II], Leonardo Da Vinci",,Florence Nightingale,,,Shishou NP5 [Assassin] aka event done,More than 1 year,7,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:31:49,F2P,,,Tamamo no Mae [Lancer],Ozymandias,Xuanzang,Shuten Douji,Florence Nightingale,,,Kiyohime [Lancer],Between 3 and 6 months,4,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:32:25,F2P,Ryougi Shiki,"Gilgamesh, Orion",Karna,,,MHX,,,,,More than 1 year,5,No,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:32:48,F2P,Artoria Pendragon,,"Scathach, Tamamo no Mae [Lancer]",Francis Drake,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",Shuten Douji,,,Edmond Dantes,"Mordred [Rider], Anne/Mary [Archer]",More than 1 year,9,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:32:52,F2P,,,Tamamo no Mae [Lancer],Francis Drake,,MHX,Florence Nightingale,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",Shishou NP5 [Assassin] aka event done,More than 1 year,6,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:32:56,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Gilgamesh,Tamamo no Mae [Lancer],Francis Drake,,,Minamoto no Raikō,Jeanne D'arc,Jeanne D'arc [Alter],"Marie [Caster], Shishou NP5 [Assassin] aka event done",More than 1 year,10,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:33:00,F2P,,Artoria Pendragon [Archer],,,Zhuge Liang [El-Melloi II],,"Florence Nightingale, Minamoto no Raikō",,Extra Option: Angra Mainyu,"Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,4,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:33:15,Paid Gacha Only,,,,,,,,,,,,,,,,"Mordred, Nero Claudius [Bride]",Orion,"Scathach, Tamamo no Mae [Lancer]",,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,Cu Chulainn [Alter],,Jeanne D'arc [Alter],"Kiyohime [Lancer], Marie [Caster], Shishou NP5 [Assassin] aka event done",Between 6 and 12 months,11,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:33:25,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Altera, Mordred",Artoria Pendragon [Archer],Scathach,Iskandar,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,,,Jeanne D'arc [Alter],,Between 3 and 6 months,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:33:36,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arjuna,"Scathach, Tamamo no Mae [Lancer]",Ozymandias,,,,Jeanne D'arc,Extra Option: Angra Mainyu,Martha [Ruler],More than 1 year,6,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:33:41,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,,,,,,,,,,More than 1 year,13,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:33:45,F2P,Artoria Pendragon,Orion,Karna,Francis Drake,Zhuge Liang [El-Melloi II],,Minamoto no Raikō,,"Edmond Dantes, Extra Option: Angra Mainyu",Shishou NP5 [Assassin] aka event done,More than 1 year,8,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:33:46,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera, Okita Souji",,Artoria Pendragon [Lancer],,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",MHX,Vlad III,,,"Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,9,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:33:48,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Orion, Nikola Tesla",Scathach,"Francis Drake, Ozymandias",,,Minamoto no Raikō,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",Shishou NP5 [Assassin] aka event done,More than 1 year,12,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:34:05,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Gilgamesh,,,,,,Jeanne D'arc,,,More than 1 year,3,Yes,Female,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:34:06,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Altera","Orion, Arjuna",Tamamo no Mae [Lancer],"Francis Drake, Iskandar, Ozymandias","Zhuge Liang [El-Melloi II], Tamamo-no-mae","Jack the Ripper, MHX","Sakata Kintoki, Florence Nightingale",Jeanne D'arc,Edmond Dantes,"Marie [Caster], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,24,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:34:08,Paid Gacha Only,,,,,,,,,,,,,,,,Nero Claudius [Bride],Artoria Pendragon [Archer],"Scathach, Tamamo no Mae [Lancer]","Francis Drake, Iskandar",Xuanzang,Jack the Ripper,,,Jeanne D'arc [Alter],"Anne/Mary [Archer], Martha [Ruler], Shishou NP5 [Assassin] aka event done",More than 1 year,11,Yes,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:34:11,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xuanzang,,"Cu Chulainn [Alter], Minamoto no Raikō",Jeanne D'arc,,Shishou NP5 [Assassin] aka event done,Between 1 and 3 months,6,No,Male,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:34:17,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Artoria Pendragon, Mordred",Orion,,,"Zhuge Liang [El-Melloi II], Tamamo-no-mae",,Florence Nightingale,Jeanne D'arc,,"Mordred [Rider], Anne/Mary [Archer], Shishou NP5 [Assassin] aka event done",More than 1 year,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:34:40,Paid Gacha Only,,,,,,,,,,,,,,,,Artoria Pendragon,Orion,Artoria Pendragon [Lancer],,,,,Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu","Marie [Caster], Martha [Ruler]",More than 1 year,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:34:55,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,,Tamamo no Mae [Lancer],Ozymandias,Leonardo Da Vinci,Shuten Douji,"Cu Chulainn [Alter], Minamoto no Raikō",Amakusa Shirou,Extra Option: Angra Mainyu,,Between 6 and 12 months,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:35:04,Paid Gacha Only,,,,,,,,,,,,,,,,,Arjuna,Karna,,,,,,,,Between 1 and 3 months,2,Yes,Female,"Yes, I rerolled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:35:29,Paid Gacha Only,,,,,,,,,,,,,,,,"Artoria Pendragon, Ryougi Shiki","Gilgamesh, Orion",Scathach,"Francis Drake, Iskandar",Zhuge Liang [El-Melloi II],Jack the Ripper,"Sakata Kintoki, Vlad III, Cu Chulainn [Alter], Florence Nightingale",,,Shishou NP5 [Assassin] aka event done,More than 1 year,14,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:35:41,Paid Gacha Only,,,,,,,,,,,,,,,,,Gilgamesh,Karna,Ozymandias,"Tamamo-no-mae, Xuanzang",,"Vlad III, Minamoto no Raikō",Amakusa Shirou,,,Between 6 and 12 months,8,No,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:36:18,F2P,"Altera, Okita Souji",,"Brynhildr, Artoria Pendragon [Lancer], Tamamo no Mae [Lancer]",,Zhuge Liang [El-Melloi II],,"Florence Nightingale, Minamoto no Raikō",,Extra Option: Angra Mainyu,,More than 1 year,8,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:36:21,More than 100USD but less than 300 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ryougi Shiki,,"Scathach, Brynhildr",Francis Drake,Zhuge Liang [El-Melloi II],Jack the Ripper,"Vlad III, Florence Nightingale",Jeanne D'arc,"Jeanne D'arc [Alter], Extra Option: Angra Mainyu",Shishou NP5 [Assassin] aka event done,More than 1 year,10,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:36:35,Paid Gacha Only,,,,,,,,,,,,,,,,,,,Francis Drake,Tamamo-no-mae,Jack the Ripper,Florence Nightingale,,Jeanne D'arc [Alter],"Marie [Caster], Martha [Ruler]",Between 3 and 6 months,5,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:36:39,More than 1USD but less than 100 Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Altera,Gilgamesh,"Karna, Brynhildr, Tamamo no Mae [Lancer]","Queen Medb, Iskandar",Zhuge Liang [El-Melloi II],Jack the Ripper,Minamoto no Raikō,Jeanne D'arc,Extra Option: Angra Mainyu,,More than 1 year,14,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/08/2018 18:36:47,Paid Gacha Only,,,,,,,,,,,,,,,,Mordred,Orion,,Ozymandias,"Zhuge Liang [El-Melloi II], Leonardo Da Vinci",,"Vlad III, Minamoto no Raikō",,,"Kiyohime [Lancer], Shishou NP5 [Assassin] aka event done",More than 1 year,9,Yes,Male,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
